requirements,class
"lights in the house to adjust to specific presets based on the time of day, outside illumination and activities taking place inside the house, I could conserve energy.",Energy
"my smart home to analyze and recommend the best sources to cool my home (air conditioning, window fan, ceiling fan, ductless heat pump, etc.), I will be comfortable during hot days..",Energy
"to receive an alert if motion is detected on my driveway or front doorstep, I can know that I have visitors and not miss deliveries or packages.",Safety
"an app that can sense my mood, I don't have to change songs, rather it plays songs according to my mood automatically.",Entertainment
"cooling systems to be aware of each other and coordinated so that, for example, roof exhaust fans are turned off and closed when the AC unit is needed, I use the appropriate means of cooling and don't have to think about..",Energy
"garage door open automatically when I arive with my car, no need to manually open garage dors.",Safety
"a feature in the fridge that states when we are running low on items, i would know when to buy more.",Energy
"a system that will turn on sprinklers and automatically open windows and drop down ladders in the case of a fire, my family can quickly evacuate.",Safety
"house with an attractive voice, I will have social contact with no social pressure.",Entertainment
"an auto-eject feature in my car,, I am automatically ejected from the vehicle if something hits it..",Safety
"tiles that can sense water, so that I can clean the water right away and no one slips..",Safety
"Smart tv, That can run with voice.",Entertainment
"to be able to call the police by voice command, I could call help when i can't reach other means of communication.",Safety
"an automatic door lock/unlock application, I can unlock/lock doors with a touch.",Safety
"my smart home to make a sound when a package is left outside my door,, I collect them eimmediately.",Safety
"a system that will turn on televisions to the current channel when I enter a room, I won't miss anything when watching a game.",Entertainment
"appliances to have an auto-shutdown time, I could modulate the amount of electricity I use .",Energy
"my blinds to automatically adjust themselves dependent on sunlight , we get the most of natural light .",Energy
"voice recognized play list, I can speak my music desires and they will automatically play.",Entertainment
"my dvr, tv, and all networks (verizon, internet, and Netflix) to work seamlessly, I don't have to figure out what needs to be done to watch what I want .",Entertainment
"smarthome feature that alerts me when certain cabinets are being opened, I can help keep my children from getting into anything dangerous by accident.",Safety
"plants that water themselves with a gadget when they detect water is needed, I can not worry about killing the plant by forgetting to water it..",Entertainment
"my home to record television shows I missed while I was away, I can watch them when I have free time..",Entertainment
"a smart washer and dryer combination machine that keeps the clothes fresh until I take them out, I don't have to remove them right away or let them get wrinkled again.",Energy
"Sensors to detect when I've left a room and automatically turn off the lights. , I'll save energy..",Energy
"a toy collector, to sense toys on the floor and collect them.",Safety
"to switch off TV, Radio and other Leisure gadgets after 10 pm , no energy is wasted and consume the overuse of electricity.",Entertainment
"to be able to know the scores of each game, I can be up to date with what's happening.",Entertainment
"my smart home to monitor my utility usage and costs., That I can stay on budget for the month..",Energy
"to be alerted if there is no activity at my neighbor's house for a set extended period of time, I can inquire after the wellbeing of my neighbors if they have not been active after an extended period.",Safety
"a way to switch what i'm watching on one screen to move to another room, i can pick up where i left off on a movie/etc on another device.",Entertainment
"smart smoke and carbon monoxide monitor that is more interactive than a simple alarm that's confusing and frustrating, I can be assured I'm safe and don't have to mess to antiquated devices.",Safety
"Phone notification to alert me when someone knocks on my front door, I don't miss food deliveries.",Entertainment
"an alert when my child is getting close to the oven or places they shouldn't be., I can keep them safe..",Safety
"a carbon monoxide and smoke monitor that has a display and smart features, I don't have to deal with old smoke detectors and monitors that I'm not even sure are working properly.",Safety
"push to open doors, I can mash a button and have the door open when my hands are full..",Safety
"motion sensors that don't emit noises , provide safety without disturbing autistic ears .",Safety
"a playroom that my kids can play in that has a changeable play structure that can rebuild itself to suit my children's interest and ages, my kids can have fun and I do not have to continually buy new toys..",Entertainment
"my smarthome to automatically turn on the television whenever my favorite show is telecast. , I don't miss my favorite shows.",Entertainment
"a rotating closet rack, i just think it would be cool.",Entertainment
"a small robot that is integrated into the house to sense when the floor is dirty and to clean it and when necessary mop it, whenever my child spills on the floor during a meal it will come out and keep my floor clean and make it so I don't trip..",Safety
"water amount alerter, I am aware of how much water I am using at a time..",Energy
"shower temperture controller, the water will be perfect everytime.",Energy
"smart breakfast appliances, my toddler doesn't flood the house.",Safety
"my smart home to alert me when anything rated higher than TV PG is playing on the televisions in the house , I will know to supervise my kids' TV viewing or to block a show or channel.",Entertainment
"a panel that will let me know which devices are currently using energy but are not being used such as lights, I can save money and energy.",Energy
"my home to notify me when someone approaches the main door, I can be confident that the individual is not trying to break-in.",Safety
"an alert that lets me know when the refrigerator is left open, I can save energy.",Energy
"the tv to turn on when I get home, I can immediatly have it to make me feel entertained .",Entertainment
"my smart home to monitor energy use and excess, we can determine how to be more conscientious of what we use.",Energy
"a thermostat what adjusts itself based on the outdoor temperature, I can conserve energy but also maintain a pleasant temperature inside.",Energy
"A hand scanner that will unlock my door. , No one can get it but me..",Safety
"remotely access camfeeds, I can check in on elderly parents and pets.",Safety
"my chimney to switch on whenever I start my stove, my kitchen will be clean.",Energy
